id,name,relationship,relative,relativename
Q152381,Mohamed Nasheed,spouse,Q4993858,Laila Ali Abdulla
Q16146747,Ahmed Mahloof,spouse,Q98868378,Nazra Naseem
Q297957,Maumoon Abdul Gayoom,child,Q5315815,Dunya Maumoon
Q297957,Maumoon Abdul Gayoom,sibling,Q4665896,Abdulla Yameen
Q297957,Maumoon Abdul Gayoom,spouse,Q6967314,Nasreena Ibrahim
Q4665896,Abdulla Yameen,sibling,Q297957,Maumoon Abdul Gayoom
Q55614252,Ibrahim Mohamed Solih,spouse,Q56875340,Fazna Ahmed
